title,genre,director,country,year,Rate IMDb
Бомба замедленного действия / Успеть вспомнить,триллер,Ави Нешер,США,1992,5.4
Бомба для диктатора,драматический фильм,Алекс Жоффе [d] [1],Франция,1957,5.6
Бомба,"драматический ,  история взросления",Салли Поттер,Великобритания   Дания   Канада [3],2012,6.2
Бомба,комедия,Зульфикар Мусаков,Узбекистан,1995,7.0
Бомба,драматический фильм,Ярослав Балик,Чехословакия,1957,5.4
Большой янтарь,музыкальная   комедия,Алоиз Бренч,СССР,1971,4.9
"Большой человек, маленькая любовь",драматический фильм,Хандан Ипекчи [d],Турция   Греция   Венгрия,2001,7.6
Большой человек в университетском городке,комедия,Джереми Каган,США,1989,6.0
Борис Годунов,"исторический ,  драма",Иван Шувалов,Российская империя,1907,
Борис Годунов,"фильм-опера ,  драма",Анджей Жулавский,Франция   Испания   Югославия,1989,7.2
Борис Годунов,музыкальная драма,Вера Строева,СССР,1954,7.7
Борис без Беатрис,драматический фильм,Дени Коте [2] [3],Канада [1] [3],2016 [1],6.1
Борзые,криминальный фильм комедия,Ким Мэннерс,США,1994,6.2
Борец и клоун,драма,Константин Юдин Борис Барнет,СССР,1957,6.9
Борджиа,исторический фильм биография,Антонио Эрнандес,Испания,2006,6.1
Босиком по парку,комедия,Джин Сэкс,США,1967,7.0
Босиком по мостовой,драма  /  мелодрама  /  комедия,Тиль Швайгер,Германия,2005,7.1
Босиком по городу,драматический фильм  и  романтическая комедия,Эндрю Флеминг,США,2 февраля   2014,6.5
Борьба со льдом,Драма Приключения,Петер Флинт,Исландия   Дания,2022,
Борьба с моей семьёй,драма комедия биография спорт,Стивен Мерчант,США   Великобритания,2019,7.1
Борьба с искушениями,комедия   драма   музыкальный фильм,Джонатан Линн,США,2003,5.6
Борьба за существование,драма,Альфред Деэши,Австро-Венгрия,1918,6.1
Борьба за справедливость: История Нэнси Конн,криминальная драма,Брэдфорд Мэй,США,,6.0
Борьба за справедливость,драма,Джеймс Кич,США,,5.0
Борьба за свободу,вестерн,Дэвид Уорк Гриффит,США,1908,5.0
Борьба за огонь,"драма ,  приключения",Жан-Жак Анно,Канада   Франция,1981,7.3
Борьба гигантов,драматический фильм,"Турин, Виктор Александрович",СССР,1926,
Борьба в долине,социальная драма,Юсеф Шахин,Египет,1954,7.2
Борцы с преступностью,комедийный боевик,Энцо Барбони,США   Италия,1977,7.1
Борцы,политическая драма,Густав фон Вангенхайм,СССР,1936,5.5
Борсалино и компания,гангстерский фильм драма боевик,Жак Дере,Франция     Италия     ФРГ,1974,6.3
Борсалино,гангстерский фильм,Жак Дере,Франция       Италия,20 мая   1970 [1],6.8
Борислав смеётся,"драма , экранизация",Иосиф Рона,СССР,1927,
Борис Рыжий / Boris Ryzhy,документальное кино,Алёна ван дер Хорст,,2008,7.5
Борис Годунов,драма,Владимир Мирзоев,Россия,2011,6.1
Борис Годунов,музыкальный фильм,Борис Небиеридзе,СССР,1987,8.0
Борис Годунов,исторический фильм фильм-биография,Сергей Бондарчук,СССР   Чехословакия   Польша   ФРГ,1986,6.5
Бордерлендс,"приключения ,  боевик",Элай Рот,США,2024,
Бордель,историческая драма,Никос Кундурос,Греция,1985,5.4
Бордель,комедийный фильм  и  порнофильм [1],Оле Эге,Дания,1972,5.0
Боргман,триллер,Алекс ван Вармердам,Нидерланды   Бельгия   Дания,2013,6.7
Борг/Макинрой,биографический драма спорт,Янус Мец Педерсен,Швеция,2017,6.9
Борат 2,комедия,Джейсон Уолинер ru en,США,2020,
Борат,комедия,Ларри Чарльз,США   Великобритания,2006,7.4
Боулинг для Колумбины,документальный,Майкл Мур,США   Канада [1]   Германия [1],2002,8.0
Ботинки мертвеца,"драма ,  триллер",Шейн Медоуз,Великобритания,2004,7.5
Ботанический сад,драма,Владимир Гостюхин,Белоруссия,1997,
Ботан и супербаба,"комедия ,  фантастика ,  боевик",Дмитрий Меняйло,Россия,2022,4.1
Ботагоз,драматический фильм  и  экранизация литературного произведения [d],Ефим Ефимович Арон,СССР,8 декабря   1958,
Бота,драматический фильм,Iris Elezi [d],Албания,2014,
Бостонцы,драма,Джеймс Айвори,Великобритания   США,1984,6.2
«Бостонский душитель»,"драма ,  криминал",Мэтт Раскин,США,17 марта   2023 [1],6.5
Брак / Узы брака,притча драма,Клод Лелуш,Франция,1974,6.7
Брайтонская скала,"Драма, криминал",Джон Боултинг,UK,декабрь  1947 [1],7.3
Бразилия,"трагикомедия ,  сатира ,  антиутопия ,  дизельпанк",Терри Гиллиам,Великобритания,1985,7.9
Бравый солдат Швейк,Комедия,Карел Стеклы,Чехословакия,1957,7.4
Браво!,драма,Раду Жуде,Румыния   Болгария   Чехия   Франция,2015,7.6
"Браво, куколка!",комедия,Джорджо Капитани (Грас Де Капитани),Италия   Франция,1975,5.6
"Браво, Альбер Лолиш!",драма,Мераб Тавадзе,СССР,1987,7.0
Буря в пустыне,военный фильм   приключенческий фильм   триллер,Том Клегг,ЮАР   Великобритания,,6.7
Братство 4: Комплекс,фильм ужасов,Дэвид Де Кото,Канада,2005,3.5
Братство 3: Юные демоны,фильм ужасов,Дэвид Де Кото,США,2002,2.3
Братство 2: Юные чернокнижники,фильм ужасов,Дэвид Де Кото,США,2001,3.7
Братство,драма военный фильм,Павел Лунгин,Россия,2019,6.1
Братство,драма,Николо Донато,Дания   Швеция,2009,7.0
Братки Ньютоны,комедийная драма,Ричард Линклейтер,США,1998,6.1
Братишка,немое кино,"Григорий Михайлович Козинцев Трауберг, Леонид Захарович",СССР,1927,
Братва 2: Город крэка,боевик,Дэниел Мэтмор,США,1989,2.6
Брексит,драматический фильм  и  политический триллер [d],Тоби Хайнс [d],Великобритания,7 января   2019 [1]  и  19 января   2019 [1],7.0
Брейк-данс 2: Электрическое Бугало,музыка,Сэм Фёрстенберг,США,1984,5.1
Брейк-данс,"комедия ,  мюзикл",Джоэл Силберг,США,1984,5.8
Брачные игры земных обитателей,комедия   фантастика     Псевдодокументальный фильм,Джефф Абугов,США,1999,6.3
Брачное агентство,комедия,Жан-Поль ле Шануа,Франция,1952,7.0
Брачная ночь,драма,Кинг Видор,США,1935,6.6
Брачная история,трагикомедия,Ноа Баумбах,США   Великобритания,2019,7.9
Братья. Последняя исповедь,драма,Виктория Трофименко [uk],Украина,2015,6.9
Брук. Легенда,приключения   история,Даниэль Бенмайор,,2010,5.6
Брубэйкер,драма,Стюарт Розенберг,США,1980,7.1
Брӱно,комедия,Ларри Чарльз,США     Великобритания,2009,5.9
Бруна Сурфистинья,драма,Маркус Балдини,Бразилия,2011,6.2
Бруклинские полицейские,"боевик ,  драма ,  криминальный фильм",Антуан Фукуа,США,2009,6.7
Бруклин,мелодрама,Джон Кроули,Ирландия   Канада   Великобритания,2015,7.5
Бросок кобры,боевик фантастика приключения супергероика,Стивен Соммерс,США   Чехия,2009,5.7
Бросок,драма,Анвар Тураев,СССР,1981,6.0
Бросив смертельный взгляд,"фильм ужасов ,  чёрная комедия",Мартин Кэмпбелл,США,,6.4
Бронсон,криминальная   драма фильм-биография,Николас Виндинг Рефн,Великобритания,2008,7.0
Бронксская повесть,драма,Роберт де Ниро,США,1993,7.8
Брошенный умирать,слэшер,Кристофер Харрисон,Канада,2007,4.1
Брошенная,Фильм нуар,Джозеф М. Ньюман,США,1949,6.7
"Бросок, или Всё началось в субботу",фантастика,Серик Райбаев,СССР,,6.0
Бронко Билли,"комедийная драма ,  романтическая комедия  и  драматический фильм",Клинт Иствуд [2] [3] […],США,1980  и  6 ноября   1980 [1],6.1
Брони: неожиданно взрослые поклонники My Little Pony,документальный фильм,Лоран Малаке [d],США,2012,5.7
Бронзовая птица,детский экранизация приключение,Николай Калинин,СССР,,7.4
Броненосец «Потёмкин»,драматическая   киноэпопея [1],Сергей Эйзенштейн,СССР,1925,7.9
Брокер,криминальный фильм драма триллер,Томас Майкл Доннелли,США,1986,5.7
Бродячий автобус,драма,Иосиф Хейфиц,СССР,1989,6.8
Бродячие ангелы,мелодрама,Элан Смити,США,1980,3.8
Бродячая принцесса,драма,Кинуё Танака,Япония,1960,6.6
Бродяги Севера,"детский фильм ,  приключенческий фильм  и  экранизация",Игорь Негреску,СССР,1983,5.6
Бродяги,драматический фильм,Вин Дизель,США,1997,5.5
Бродяги,триллер,Джон Мактирнан,США,1986,5.2
Бродяги,"драма ,  вестерн",Фред Циннеман,США   Великобритания   Австралия,1960,7.1
Бродяга Кэнсин: Последняя легенда,"боевые искусства,  боевик,  дзидайгэки",Кэйдзи Отомо,Япония,2014,7.5
Бродяга Кэнсин,"Боевые искусства,  Боевики,  Драмы,  Исторические",Кэйдзи Отомо,США,2012,7.4
Бродяга и собака,немое кино,неизвестно,США,1896,6.0
Брызги шампанского,"военный фильм, драма, экранизация",Станислав Говорухин,СССР,1989,6.7
Брцко в Загребе,кинокомедия,Арсен Маас,Австро-Венгрия,1917,
Бруталист,драматический фильм,Брэди Корбет,США,,
Брут,"Драма ,  Исторический",Константин Фам,Россия   Украина   Белоруссия   Румыния   США   Израиль,2016,7.5
Бродяга Генри Ли Лукас.,триллер,Майкл Фейфер,США,2009,4.0
Бродяга Архимед,социальная драма   кинокомедия,Жиль Гранжье,Франция     Италия,1959,6.6
Бродяга,триллер фильм ужасов,Крис Уолас,США   Франция,1992,5.8
Бродяга,Драма,Джек Фиск,США,1981,6.7
Буйство смерти,фильм ужасов,Дэвид Блит,Новая Зеландия   Австралия,1984,4.5
Буйная ватага,"детский фильм ,  комедия",Александр Попов,СССР /   Азербайджанская ССР,1937,5.6
Буйдои Тёлона,боевик драма гангстерский боевые искусства,Чарли Нгуен,Вьетнам,2013,6.5
"Будю, спасённый из воды",социальная  комедия,Жан Ренуар,Франция,1932,7.2
Будьте моим мужем,комедия мелодрама,Алла Сурикова,СССР,1981,6.7
Будьте моей тёщей!,мелодрама   комедия   приключенческий фильм,Карлис Марсонс,СССР,1977,7.0
"Будьте готовы, Ваше высочество!",детский фильм,Владимир Попков,СССР,1978,5.9
Бункер последнего выстрела,сюрреализм,Марк Каро     Жан-Пьер Жене,Франция,1981,6.2
Бункер,фильм-биография   драма   исторический фильм,Джордж Шефер,Франция       США,1981,6.8
Бумеранг!,нуар   драма,Элиа Казан,США,1947,7.2
Бумеранг,комедия,Реджинальд Хадлин,США,1992,5.6
БУМЕРанг,криминальная  комедия,Пётр Буслов,Россия,2021,
Бумер. Фильм второй,драма,Пётр Буслов,Россия,2006,6.1
Бумер,"боевик , криминальная драма , роуд-муви",Пётр Буслов,Россия,2003,7.1
Бумбараш,музыкальный фильм комедия драма,Николай Рашеев Абрам Народицкий,СССР,,7.1
Бывший каторжник,драма,Эдвин Стэнтон Портер,США,1904,5.7
Бывшие. Happy End,мелодрама,Антон Мегердичев,Россия,2022,
Бывшая с того света,Комедия,Эдвард Холл,Великобритания,2020,3.1
Бушующее море у Дувра,документальный фильм,Бирт Акрес,Великобритания,1895,5.2
Бушвик,триллер боевик,Джонатан Милотт Кэри Мернион,США,2017,5.2
Буш,биография,Оливер Стоун,США,2008,6.3
Буча в Гуче,комедия  /  драма,Душан Милич ru sr,Сербия   Германия   Болгария   Австрия,2006,5.3
Бухта смерти,детективный фильм   триллер,Григорий Кохан Тимофей Левчук,СССР,1991,4.5
Бэмби,документальный фильм  и  ЛГБТ-фильм [d],Себастьен Лифшиц,Франция,2013,7.2
Бэла,,Андрей Громов,Российская империя,1913,
Бэйб: Четвероногий малыш,комедия  /  драма,Крис Нунен,Австралия   США,1995,6.9
Бэйб: Поросёнок в городе,семейный   комедийный,Джордж Миллер,Австралия   США,1998,5.8
Бэзил,драма  /  мелодрама,Радха Бхарадвадж,Великобритания,1998,5.9
Бьяри,драматический фильм,К. П. Сувиран [d] [1],Индия,2011,8.2
Бьянка,"притча ,  комедия",Нанни Моретти,Италия,1984,7.3
Бьютифул,драма,Алехандро Гонсалес Иньярриту,Мексика   Испания,2010,7.4
Быть человеком,драма   комедия   фэнтези,Билл Форсайт,"Великобритания ,   Япония",1994,5.3
Быть Чарли,драма,Роб Райнер,США,2015,6.2
Быть Флинном,драма,Пол Вайц ru en,США,2012,6.4
Быть Стэнли Кубриком,комедия  /  драма,Брайан У. Кук,Великобритания     Франция,2005,6.1
Быть Сальвадором Дали,биографический фильм,Мэри Хэррон,США,2022,5.9
Быть Рикардо,"биографический фильм ,  драматический фильм  и  романтический фильм",Аарон Соркин,США,10 декабря   2021,6.5
"Быть матерью, быть женщиной",фильм-драма,Фумио Камэи,Япония,1952,
Быть лишним,криминально-психологическая драма,Алоиз Бренч,СССР,1976,6.9
Быть как все,документальное кино,Таназ Эшагиан,Канада   Иран   Великобритания   США,2008,7.4
Быть или не быть,комедия,Алан Джонсон,США,1983,6.8
Быть или не быть,антивоенная   комедия,Эрнст Любич,США,1942,8.1
Быть Джоном Малковичем,фэнтезийная комедия,Спайк Джонз,США,1999,7.7
Быть Астрид Линдгрен,семейный драма фильм-биография,Пернилла Фишер Кристенсен,Швеция   Дания,2018,7.1
Быстрый словарик любви,драматический фильм,Николетт Кребиц,Германия   Франция,2022,
Быстрый меч,приключенческий фильм,Хуан Фэн [en],Гонконг   Китайская Республика,1971,6.4
В 3:10 на Юму,вестерн,Делмер Дэйвс,США,1957,7.6
Бюро человечества,антиутопия фантастика триллер,Роб В. Кинг,Канада,2017,4.5
Бюро магических услуг,"фэнтезийный фильм ,  приключенческий фильм  и  комедийный фильм",Джеффри Уокер,Австралия,2023,4.7
Бэтмен. Часть 2,супергеройский фильм,Мэтт Ривз,США,2025,
Бэтмен: Тупик,"Боевик ,  Фантастика ,  Триллер",Сэнди Коллора,США,2003,7.3
Бэтмен: Начало,"неонуар 
 боевик 
 супергеройский фильм 
 приключения",Кристофер Нолан,"США 
   Япония 
   Великобритания",2005,8.2
Бэтмен: Готэм в газовом свете,"фантастика ,  супергеройский фильм ,  экшен ,  стимпанк ,  детектив",Сэм Лью,США,2018,6.7
Бэтмен-ниндзя,"фантастика ,  супергеройский фильм ,  боевик",Дзюмпэй Мидзусаки,США   Япония,2018,5.6
В июне 41-го,"драма , военный фильм",Александр Франскевич-Лайе,Белоруссия   Россия,,5.2
В истинном свете,драма,Герберт Росс,США,1991,6.3
В интересах государства,драматический фильм,Андре Кайат,Франция   Италия,1978,6.4
В изоляции,"драматический фильм ,  экранизация романа [d]  и  апокалиптический фильм [d]",Патриcия Розема [3],Канада   США,2015,5.8
В зоне особого внимания,"боевик ,  триллер ,  приключения",Андрей Малюков,СССР,1977,7.2
В зимнюю стужу,триллер,Артур Пенн,США,1987,6.2
В зимней спячке,"драма, триллер",Том Тыквер,Германия,1997,7.2
В мгновение ока,документальный,Вернер Херцог,США,2013,
В людях,драма фильм-биография,Марк Донской,СССР,1939,6.9
В любви и войне,"фильм-биография ,  мелодрама",Ричард Аттенборо,США,1996,5.9
В лучах солнца,документальный фильм,Виталий Манский,Россия   КНДР   Чехия   Германия   Латвия,2015  и  10 марта   2016 [1],7.4
В лучах славы,драма,Питер Берг,США,2004,7.2
В лунную ночь,драма,Лина Вертмюллер,Италия     Франция,1989,6.2
В лунном свете,драма,Реза Миркарими,Иран,2001,6.9
В логове,исторический фильм,Б. Сумху,МНР,1972,8.0
В петле,комедия,Армандо Ианнуччи,Великобритания,2009,7.4
В первый раз,"мелодрама ,  комедия",Джон Кэздан,США,2012,6.8
В паутине,"комедийный фильм [1] [2] ,  драматический фильм [1] [2] ,  чёрная комедия [d]  и  исторический фильм [2]",Ким Чжи Ун [2],Республика Корея [2],2023,
В пасти океана,фильм ужасов,Мартин Уилсон,Австралия,2021,4.1
В пасти безумия,фантастика фильм ужасов,Джон Карпентер,США,1995,7.1
В парке,комедия,Чарли Чаплин,США,1915,5.6
В Париж!,драма,Сергей Крутин,Россия,2009,7.3
В памяти навсегда,Мелодрама,Эдвард Дмитрик,Великобритания   США,1947,7.1
В поисках Бобби Фишера,драма,Стивен Заиллян,США,1993,7.4
В поисках блаженства,романтическая комедия,Джули Дэвис,США,2009,5.2
В поисках адресата,кинокомедия,Амасий Мартиросян     Юрий Ерзинкян,СССР,1955,3.8
В погоне за Эми,комедийная   мелодрама,Кевин Смит,США,1997,7.2
В погоне за чувствами,драматический фильм,Кагисо Ледига [d],ЮАР,9 марта   2018,5.7
В погоне за счастьем,драма,Габриеле Муччино,США,2006,8.0
В погоне за солнцем,драма приключенческий фильм комедия,Чарльз Т. Кэнгэнис,США,1996,5.4
В погоне за славой,драма,Рафаил Гольдин,СССР,1956,5.8
В погоне за оленем,Исторический,Грэм Холлоуэй,Великобритания,1994,5.2
В погоне за Бонни и Клайдом,криминальная драма биография,Джон Ли Хэнкок,США,2019,6.9
В погоне за Адамом,"драма ,  военный",Ежи Зажицкий,Польша,1970,5.5
В погоне за «Лисом»,комедия,Витторио де Сика,Великобритания     Италия,1966,6.4
В плену у сакуры,романтический фильм,Масаки Иноуэ,Япония   Россия,2019,6.5
В плену у моды,мелодрама,Мадхур Бхандаркар     (англ.)  ( рус.,Индия,2008,6.9
В плену песков,"детский фильм ,  драматический фильм  и  экранизация книги [d]",Микаэл Саломон [2],США,12 марта   1993  и  26 августа   1993 [1],6.5
В плену надежды,драма мелодрама,Уильям Николсон,Великобритания,"6 сентября   2019 ,  19 марта   2020 [1] ,  8 февраля   2019 [2]  и  29 июля   2021",6.7
В отрыв!,комедия  /  драма,Джастин Кэрриган,Великобритания   Ирландия,1999,7.1
В открытом море,романтическая комедия,Марта Кулидж,США,1997,6.1
В осаде 2: Тёмная территория ,боевик,Джеф Мёрфи,США,1995,5.5
В осаде,"боевик ,  триллер",Эндрю Дэвис,США,1992,6.5
В опасном положении,комедия,Франсис Вебер,США,1992,5.3
В омуте лжи,драма триллер,Кэролин Миллер,США,2008,5.1
В поисках выхода,комедия,Хэл Эшби,США,1982,5.1
В поисках брата,драма  /  мелодрама,Халид Мохамед [d],Индия,2000,6.0
В ожидании чуда,комедия мелодрама,Евгений Бедарев,Россия,2007,5.9
В ожидании чуда,драма   семейный фильм,Слободан Косовалич,СССР,1975,6.1
В ожидании моря,трагикомедия,Бахтиёр Худойназаров,Германия   Россия   Таджикистан   Украина   Франция   Казахстан   Бельгия,2012,6.5
В ожидании любви,"мелодрама ,  комедия","Лукаш Карвовски , 
 Г. Милованова 
 
 И. Теславский",Польша   США,2008,5.4
В ожидании Луны,драма фильм-биография,Джил Годмилов,Великобритания       Франция       США       ФРГ,1987,6.3
В ожидании Годо,Абсурдистская трагикомедия,Майкл Линдсей-Хогг,Ирландия,2001,7.6
В последний момент,боевик криминальный фильм драма триллер,Джон Бэдэм,США,1995,6.3
В порту,драма,Элиа Казан,США [2],1954,8.1
В полосе прибоя,"детектив , драма",Ольгерд Воронцов,СССР,1990,6.2
В полночь происходят самые сладкие удовольствия,комедия  /  драма,Марчелло Фондато,Италия,1975,6.1
В полночь на кладбище,фильм ужасов,Василий Гончаров,Российская империя,1909,
В полночный час,мелодрама детектив триллер,Чарльз Джэрротт,США   Канада   Германия,,5.3
В поисках Янтарной комнаты,приключенческий фильм,Флориан Баксмайер,Германия,2012,5.0
В поисках Эрика,драма   комедия,Кен Лоуч,Великобритания     Франция     Италия     Бельгия     Испания,2009,7.1
В шаге от ужаса,Фильм нуар Психологический триллер,Гарри Келлер,США,1958,6.1
В чужом ряду,"драма ,  триллер",Роджер Мичелл,США,2002,6.5
В чужой шкуре,"триллер ,  научная фантастика ,  боди-хоррор",Брэндон Кроненберг,Канада   Великобритания,2020,6.5
В чужие руки: Истории Киндертранспорта,документальный фильм,Марк Джонатан Харрис,США   Великобритания,2000,7.7
В четверг и больше никогда,драма,Анатолий Эфрос,СССР,1977,7.3
В честь пропавшего солдата,драма,Roeland Kerbosch,Нидерланды,1992,7.5
В чёрных песках,"военный ,  исторический ,  приключенческий ,  истерн",Искандер Хамраев,СССР,1972,5.8
В чёрной стране,драма,Люсьен Нонге,Франция,1905,5.8
Валерий Чкалов,героическая киноповесть,Михаил Константинович Калатозов [1],СССР,1941,6.3
Валерий Харламов. Дополнительное время,драма   биографический    фильм о спорте,Юрий Стааль (Королев),Россия,2007,5.2
Валериан и город тысячи планет,фантастика боевик приключения,Люк Бессон,Франция [9],2017,6.4
Валентино,драма,Кен Рассел,Великобритания   США,1977,6.1
Валентинка,"мелодрама ,  драма",Дерек Сиенфрэнс,США,2010,7.3
Валентина Кропивницкая: В поисках потерянного рая,документальный фильм,Евгений Цымбал,"Германия 
   Франция 
 
   Россия",2015,8.2
Валентина,мелодрама,Глеб Панфилов,СССР,1981,7.1
Вальс на Печоре,драма,Лана Гогоберидзе,Грузия,1992,6.8
Вальс на Мтацминде,комедия,Баадур Цуладзе,СССР,1975,6.3
Вальс на банановой кожуре,драматический фильм  и  комедийный фильм,"Петер Бачо , Тамаш Тольмар",Венгрия,1987,6.8
Вальс,драма,Сальваторе Майра,Италия,2007,7.0
Вальс «Голубой Дунай»,драма детектив,Миклош Янчо Иштван Мартон,Венгрия,1992,6.5
Вальмон,драма  /  мелодрама,Милош Форман,США   Франция,1989,7.0
Вальдо,криминал     триллер     детектив,Тим Киркби,США   Великобритания,4 февраля   2022  и  24 февраля   2022,5.8
Вальгалла: Рагнарёк,"приключенческий фильм [16] ,  фэнтезийный фильм [1] ,  фильм-триллер [17]  и  семейный фильм [1]",Фенар Ахмад [d] [1],Дания [1] [16]   Норвегия [1] [16]   Швеция [1] [16]   Исландия [1] [16],"10 октября   2019 [1] ,  11 октября   2019 [2] [3] ,  21 ноября   2019 [4] [5] ,  28 ноября   2019 [6] [7] ,  30 января   2020 [8] ,  13 февраля   2020 [9] ,  18 марта   2020 [10] ,  16 апреля   2020 [11] ,  30 апреля   2020 [12] ,  17 июля   2020 [13] ,  20 июля   2020 [14]  и  13 августа   2020 [15]",5.2
Валленштейн,исторический фильм,Франц Петер Вирт,Австрия   ФРГ   Швейцария,1978,8.5
Валланцаска — ангелы зла,криминальная   драма  гангстерский фильм фильм-биография,Микеле Плачидо,Италия   Франция   Румыния,2010,6.8
"Вали отсюда, Джо","вестерн ,  комедия",Питер Тьюксбери,США,8 марта   1968,4.5
"Валерка, Рэмка +…",детский фильм,Валентин Козачков,СССР,,6.6
Валентин и Валентина,мелодрама,Георгий Натансон,СССР,1985,6.4
Валенса,фильм-биография,Анджей Вайда,Польша,2013,6.5
Вальхалла: Сага о викинге,боевик приключенческий фильм исторический фильм,Николас Виндинг Рефн,Великобритания   Дания,2009,6.0
Вакольда,драма,Лусия Пуэнсо,Аргентина   Франция   Норвегия   Испания,2013,6.7
Вакансия на жертву,фильм ужасов триллер,Нимрод Антал,США,2007,6.2
Вакансия,комедия,Маргарита Микаэлян,СССР,1981,6.1
Вадим,драма,Пётр Иванович Чардынин,Российская империя,1909,4.8
Ваджда,драма,Хаифа аль-Мансур,Саудовская Аравия,2012,7.5
Вагрич и чёрный квадрат,документальный фильм,Андрей Загданский,США   Украина,2014,9.0
Вавилон-5: Третье пространство,научная фантастика,Хесус Сальвадор Тревиньо,США,1998,6.8
Вампиры: День мёртвых,ужасы вестерн,Томми Ли Уоллес,США,2001,4.5
Вампиры,фильм ужасов,Джон Карпентер,США,1998,6.1
Вампиры,"ужасы ,  эротика",Хозе Рамон Ларраз,Великобритания,1974,6.1
Вампиры,фильм ужасов,Риккардо Фреда Марио Бава,Италия,1957,6.5
Вампиры,боевик приключенческий фильм криминальный фильм,Луи Фейад,Франция,1915,7.3
Вампирши-лесбиянки,Ужасы,Хесус Франко,ФРГ   Испания,1971,5.4
Вампирши,комедия  /  ужасы,Эми Хекерлинг,США,2012,5.3
Вампирша,боевик фильм ужасов,Себастьян Гутьеррес,США,2007,4.9
Великая сила,драма,Фридрих Эрмлер,СССР,1950,5.3
Великая свобода,драматический фильм  и  ЛГБТ-фильм [d],Себастиан Майзе,Австрия   Германия,"8 июля   2021 [1] ,  12 ноября   2021 [2] ,  18 ноября   2021 [3]  и  9 февраля   2022 [4]",
Великая подмена /,"музыкальная драма ,  хуанмэй",Янь Цзюнь,Гонконг,1965,8.0
Великая победа,документальный   военный   исторический   пропагандистский,Николай Комаревцев   Павел Паллей   Валерий Соловцов,СССР,1944,
Великая Отечественная,документальный сериал,"Роман Кармен ,  Игорь Гелейн ,  Игорь Григорьев ,  Лев Данилов ,  Василий Катанян ,  Леонид Кристи ,  Семирамида Пумпянская ,  Тенгиз Семёнов ,  Фирсова, Джемма Сергеевна ,  Фомина, Зоя Петровна , Нина Соловьёва,  Александра Рыбакова",СССР   США,1978,8.4
Великая опора,драма,Абиб Исмайлов,СССР,1962,7.7
Великая наложница / Ян Гуйфэй,историческая драма,Ли Ханьсян,Гонконг,1962,6.8
Великая магия,комедийный фильм [1]  и  драматический фильм [1],Нанни Моретти,Италия,2023,
Великий Макгинти,комедия,Престон Стёрджес,США,1940,7.3
Великий король,драматический фильм [1] [2],Файт Харлан,нацистская Германия,1942,6.9
Великий Карузо,музыкальный фильм биография драма,Ричард Торп,США,1951,6.5
Великий инквизитор,фильм ужасов исторический фильм,Майкл Ривз,Великобритания,1968,
Великий Зигфелд,"биографический фильм ,  музыкальный фильм  и  драматический фильм",Роберт З. Леонард,США,1936  и  16 октября   1936,6.6
Великий диктатор,"политическая сатира 
 трагикомедия",Чарли Чаплин,США,"15 октября   1940 [1] [2] ,  19 ноября   1945 [3] ,  26 августа   1958 [4]  и  22 октября   1960 [5]",8.4
Великий Гэтсби,драма мелодрама,Баз Лурман,США   Австралия,2013,7.2
Великий Гэтсби,драма,Роберт Марковиц,Великобритания     США,,5.7
Великий Гэтсби,мелодрама,Джек Клэйтон,США,1974,6.4
Великий Гэтсби,драматический фильм [1]  и  экранизация романа [d],Эллиотт Наджент [1],США,1950,6.5
Великий Гэтсби,"драматический фильм ,  немое кино  и  экранизация романа [d]",Герберт Бренон,США,1926,
Великий гражданин,драма,Фридрих Эрмлер,СССР,"1937, 1939",6.2
Великий герой-любовник,комедия,Джин Уайлдер,США,"18 декабря   1977 [1] ,  13 февраля   1978 [1] ,  15 февраля   1978 [1] ,  17 марта   1978 [1] ,  23 марта   1978 [1] ,  1 апреля   1978 [1] ,  3 апреля   1978 [1] ,  27 апреля   1978 [1] ,  2 июня   1978 [1] ,  5 октября   1978 [1] ,  22 марта   1979 [1] ,  3 июля   1979 [1]  и  15 августа   1979 [1]",5.7
Великий воин Албании Скандербег,исторический фильм,Сергей Юткевич,НСРА   СССР,1953,7.7
Великий воин,боевик  /  мелодрама  /  фэнтези,С. С. Раджамаули     (англ.)  ( рус.,Индия,2009,7.7
Великий Бак Ховард,кинокомедия,Шон МакГинли,США,2008,6.4
Великий «Юнайтед»,"документальный фильм [1] ,  спортивный фильм [1]  и  исторический фильм [1]",Мэт Ходжсон,Великобритания,2021,
Великие голодранцы,драма,Лев Мирский,СССР,1973,6.0
Великая стена,боевик приключения фэнтези,Чжан Имоу,Китай   США,2016,5.9
Великая любовь,"военный фильм ,  романтический фильм [1]  и  драматический фильм",Рольф Хансен,Германия,1942,6.2
Великая ложь,драма,Эдмунд Гулдинг,США,1941,7.1
Великая криминальная революция,документально - публицистический фильм,Станислав Говорухин,Россия,1994,5.1
Великий Мерлин,приключенческий фильм драма фэнтези,Стив Бэррон,США   Великобритания,,7.1
Великий Медичи: рыцарь войны,драма исторический,Эрманно Ольми,Италия   Германия   Франция   Болгария,2001,6.9
Великий мастер,фильм-биография боевик,Вонг Карвай,Гонконг   Китай,2013,6.6
Великая красота,сатирическая   трагикомедия,Паоло Соррентино,Италия   Франция,2013,7.7
Великая княгиня Елисавета,документальный фильм исторический фильм,Лидия Киселёва,Россия,1993,
